Place ID,Name,Summary,Price Level,Address,Overall Rating,Opening Hours,Total Reviews,Reviews,Review Ratings
ChIJ08K8gyhOqEcR45XKIpQAluY,Tapas y más,Varied menu of modern tapas & Spanish dishes served in a bright dining room & large courtyard.,2,"Neue Grünstraße 17-18, Berlin",3.9,"Monday: 11:00 AM – 12:00 AM, Tuesday: 11:00 AM – 12:00 AM, Wednesday: 11:00 AM – 12:00 AM, Thursday: 11:00 AM – 12:00 AM, Friday: 11:00 AM – 12:00 AM, Saturday: 5:00 PM – 12:00 AM, Sunday: 5:00 PM – 12:00 AM",1201,"['Very good main courses, big portions. Second evening order only tapas with drinks as well good', 'Maybe my expectations were too high, but the chicken was dry, the menu itself doesn’t explain with details how will be the food, if you haven’t tried Spanish food before will be a mess. It wasn’t bad but was not good either. If you run out of options, is still decent to eat there, but I wouldn’t come back.', ""Ordered a mixed plate of tapas for 2 and it can easily serve 3 people. The price overall is fair, but it was a bit hard to get the waiter's attention. Nonetheless the whole staff was super nice, I definitely recommend it.""]","[5, 3, 5]"
ChIJ0Z4eByhOqEcRMAJUxOdDUUs,Spätzle Club,"Schnitzel, goulash & an array of Swabian spätzle dumplings at a bright, relaxed eatery.",1,"Seydelstraße 2, Berlin",4.6,"Monday: 11:00 AM – 10:00 PM, Tuesday: 11:00 AM – 10:00 PM, Wednesday: 11:00 AM – 10:00 PM, Thursday: 11:00 AM – 10:00 PM, Friday: 11:00 AM – 10:00 PM, Saturday: Closed, Sunday: Closed",725,"['Can you say SUPER! Run don\'t walk to come eat here. The space is limited and I\'m praying they burst out with money and get a larger place. The tastiest most flavorful schnitzel. We know what a bad schnitzel is we live in Poland. Homemade spaetzle so fresh and  precisely seasoned your mouth says, ""thank you"". The service with a humingo smile and kindness. I believe I am in a dream. Just lovely.', ""We are staying in the area and were looking for a local spot for lunch - we found it 🙂👍. The restaurant is rather small (seats around 30), and at first glance, it may not seem like a restaurant with the street work in front of their place. When you come in, you'll see there is nothing fancy about this place, but there are empty plates and happy, full customers hahaha. We ordered a few Schnitzel meals (with spätzle and potatoes with bacon and onion). They came out very quickly and wow were they tasty. Serious comfort food done right - we added to the empty plate count in the restaurant hahaha. The staff was very friendly and the menu is in English as well. People came in with all tables full and ordered food to go as well - a sure sign of a local gem. To add to the at home simple feel, if you need another drink, feel free to walk up to the drink fridge and grab whatever you need (opener to the right on the shelf table 👍). As well, people bring up their dishes to help out the small staff/owners. Awesome. If you are in the area, definitely stop by. Thanks."", ""A nice quiet place I found while I was walking around Alexanderplatz and needed to burn some time before my flight. I needed my last Germany meal to be official. Huge schnitzel with spätzle and mushroom cream sauce. It was a little salty but very delicious and I'm surprised I liked it as much as I did. Restrooms in the basement were very clean, staff was kind and service was fast.""]","[5, 5, 4]"
ChIJKX6rsyVOqEcRXjz4b0l4hs0,Suppengrün,"Cozy restaurant serving seasonally changing soups, salads & quiches, plus housemade loaves of bread.",1,"Inselstraße 1A, Berlin",4.6,"Monday: 7:30 AM – 3:00 PM, Tuesday: 7:30 AM – 3:00 PM, Wednesday: 7:30 AM – 3:00 PM, Thursday: 7:30 AM – 3:00 PM, Friday: 7:30 AM – 3:00 PM, Saturday: Closed, Sunday: Closed",343,"['Such welcoming and helpful staff when a group of us visited for breakfast! They have such a range of delicious breakfast items, from scrambled eggs and baguettes, to Bircher muesli pots, fruit pots, and an assortment of croissants including vegan croissants.\n\nDelicious hot chocolate and a marzipan croissant, and the Bircher muesli was also fresh and beautifully presented.', 'What more could you want from a place than really well constructed foods across the board..salads, soups, rolls and cakes, as earnest as a tee totaller at a wake. Service is patient and on point...the variety surprisingly wide for the size of the place. Every block on the planet should have a place like this.\nBUT, they need to train in coffee making...it too is very berlin', 'One of the best restaurants in Berlin. I had the soup, salad, and a dessert. Everything made here tastes so fresh, flavorful, and good. Service is amazing! And they take credit cards.']","[5, 5, 5]"
ChIJl6rKZyZOqEcRCXTZtfYmJT8,Cana Restaurant & Catering,Meze platters & grills at a polished Middle Eastern eatery with canal-side tables.,2,"Neue Roßstraße 11-12, Berlin",4.5,"Monday: 11:30 AM – 11:30 PM, Tuesday: 11:30 AM – 11:30 PM, Wednesday: 11:30 AM – 11:30 PM, Thursday: 11:30 AM – 11:30 PM, Friday: 11:30 AM – 11:30 PM, Saturday: 11:30 AM – 11:30 PM, Sunday: 10:00 AM – 11:30 PM",1481,"['best middle eastern food tasted in Berlin, it was during middle of week, it’s next to a beautiful canal, staff speaks English as well, food is amazing a true taste of Middle East. staff is friendly and price is reasonable.', 'It’s an oriental Lebanese restaurant with all decorations and vibes .\nThe kofta was well seasoned and smoked.\nChicken was tender and delicious.\nThe meat was tender and the sauce was flavorful.\nThe drink wasn’t as expected but not bad as well.\nThe staff were really friendly with us\nThey accept card payments and cash too.', ""This restaurant offers two dining options: a buffet, which I recommend, and à la carte selections from the menu. We opted for lunch here, finding the food tasty, albeit slightly oily. The buffet is priced at 10 euros per person, making it a great choice for a quick and economical meal. I'd suggest this place for those looking for value and convenience.""]","[5, 4, 4]"
ChIJM6GRaCZOqEcRncSU9y1CNlM,Shezan,"Spicy curries & biryanis at a canalside restaurant with an annex on a richly decorated, moored boat.",2,"Neue Roßstraße 13, Berlin",4.3,"Monday: 11:30 AM – 10:30 PM, Tuesday: 11:30 AM – 10:30 PM, Wednesday: 11:30 AM – 10:30 PM, Thursday: 11:30 AM – 10:30 PM, Friday: 11:30 AM – 10:30 PM, Saturday: 11:30 AM – 10:30 PM, Sunday: 11:30 AM – 10:30 PM",1385,"['This is my first review in Berlin German and what a success it was..staff so friendly and helpful they made a chicken dansak curry for me that is not on the menu.the food was outstanding and good size portions,I highly recommend this Indian restaurant if your out and about in Berlin….', 'Really cool restaurant with amazing decorations, styles and atmosphere. The location is unique with possibility to sit directly beside the river. The food portions are big enough and reflect the prices. They provide special meals during business lunch hours (11:00 - 16:00) from Monday to Friday with only 8,90€. The food is very delicious and tasty. The restaurant is very chick and elegant. Staff are very nice and friendly and also English speaking. Highly recommended.', 'We visited this place today on a rainy evening for dinner and truth be told, we were pretty satisfied with the food. Though it was a bit confusing from the menu as the dish descriptions are not appetizing, the taste was okay.\n\nWe started with mango Lassi which was a little bland. Then our main course dishes were Chicken Mughlai and Mutton bhuna with Basmati Rice. Both tasted good. Nothing overwhelming but good. Obviously the preparations were not authentic.\n\nWe finished off with Elaichi milk tea which was okay but also lacked depth of flavor. The liquor was also pretty light.\n\nTo sum it up, room for improvement is everywhere.']","[5, 5, 4]"
ChIJbfFqfS9OqEcRHVR6l-CgWvw,Agora Restaurant,"Warm, spacious eatery serving an array of Turkish, Arabian & Greek dishes, with wine & beer.",2,"Annenstraße 13, Berlin",4.4,"Monday: Closed, Tuesday: 2:00 PM – 12:00 AM, Wednesday: 2:00 PM – 12:00 AM, Thursday: 2:00 PM – 12:00 AM, Friday: 2:00 PM – 12:00 AM, Saturday: 2:00 PM – 12:00 AM, Sunday: 2:00 PM – 12:00 AM",776,"['super spacious restaurant located in a residential area. loved the atmosphere of families dining together, kids running around and the aroma of food from the kitchen.\n\nwe got the meat platter to share and ordered Tzatziki to cut the meatiness with acid :)', 'Great Turkish restaurant with a wide menu and very good flavours. Friendly service too!', 'Exceptional food, amazing service, very good atmosphere']","[3, 5, 5]"
ChIJ-5l_A9lPqEcR0IKJve2NT-c,Restaurant Z,Eatery with exposed brickwork & stripped wood flooring serving Mediterranean fare with Greek wines.,2,"Friesenstraße 12, Berlin-Bezirk Friedrichshain-Kreuzberg",4.7,"Monday: Closed, Tuesday: 5:00 PM – 12:00 AM, Wednesday: 5:00 PM – 12:00 AM, Thursday: 5:00 PM – 12:00 AM, Friday: 5:00 PM – 12:00 AM, Saturday: 5:00 PM – 12:00 AM, Sunday: 5:00 PM – 12:00 AM",836,"['A very nice restaurant. Real greek food, not expensive and very friendly personel geving a personal touch to the experience. Recommended!', 'I spent a nice time here with three friends.  Good starters, very good main courses, professional service, very nice.  the only drawback is the coffee that nobody liked and I drank coffee from all over the world, but this one did not taste good to me.', ""Great restaurant, waiters very helpful but without bothering you too much. Proper Greek food. Probably the nicest calamari I ever had( didn't have better in actual Greece). Highly recommended for anyone looking for some Mediterranean cuisine in Berlin.""]","[5, 4, 5]"
ChIJDXedw9lPqEcRyf_ArRfmMx0,Restaurant Austria Das Original,"Classic Austrian dishes in a long-running, wood-paneled tavern with sidewalk tables.",2,"Bergmannstraße 30, Berlin-Bezirk Friedrichshain-Kreuzberg",4.3,"Monday: 4:00 – 11:00 PM, Tuesday: 12:00 – 11:00 PM, Wednesday: 12:00 – 11:00 PM, Thursday: 12:00 – 11:00 PM, Friday: 12:00 PM – 12:00 AM, Saturday: 12:00 PM – 12:00 AM, Sunday: 12:00 – 11:00 PM",1559,"['Can’t say about other dishes but the Wiener schnitzel with asparagus (seasonal menu) was delicious, and so was the red wine they suggest pairing with it!\nWe got recommended by friends as “the place” to try wiener schnitzel in Berlin and it didn’t disappoint…\nPortions are also HUGE, even when you order the “small size”.', 'My favorite Austrian restaurant in Berlin. An institution in the Bergmannkiez. This place has been around forever. I love to sit outside in summer as well as inside in Winter. Very cosy , wooden atmosphere.\n\nService is good and the portions huge. I think I always go for the traditional Wiener Schnitzel. But I always get a different appetizer. I was never disappointed. Prices are ok too.', ""Simple and very good. You should know what you get there for, not a huge selection, but you don't need more than that. We tried the original Wiener Schnitzel which was excellent, top-notch. And the prices are fair. Solid choice if you have been fed up with all the vegan-fusion-new age Berlin restaurants and you want something simple but excellent at the same time. Well done""]","[4, 5, 5]"
ChIJX82QiihQqEcRpFEVHqNvAbk,Clash,"Buzzing alternative bar & club, with a beer garden & weekly menu of global bites.",1,"Im Mehringhof, Gneisenaustraße 2A, Berlin-Bezirk Friedrichshain-Kreuzberg",4.5,"Monday: 12:00 PM – 3:00 AM, Tuesday: 12:00 PM – 3:00 AM, Wednesday: 12:00 PM – 3:00 AM, Thursday: 12:00 PM – 3:00 AM, Friday: 12:00 PM – 3:00 AM, Saturday: 6:00 PM – 3:00 AM, Sunday: Closed",3335,"['This place rules. PLENTY of space, inside and out. Good bier list (one of the only places in Berlin that serves a good Snakebite), plus pinball, pool, and foosball. The music selection is EXCELLENT, not too loud as some reviewers have said', ""There were two cocktails and it was good that they were recommended. The music is rock and funky and it's a closed space."", ""This classic old-style pub in Berlin is a cool spot with a vibrant crowd. However, the loud music can make conversation a challenge, requiring you to practically scream. The tables could use some more attention as they are often left uncleared. The presence of billiards and table soccer is a plus, and the mix of middle-aged folks, bros, and punk individuals adds to the unique atmosphere. The bar itself is good, and the beer is both nice and reasonably priced. Just be prepared for the high volume of the music, and don't expect a quick game of billiards, as the queue can get quite long!""]","[5, 4, 5]"
ChIJSZUDPdhPqEcRgkY7H8j2lso,Pagode Thai Kitchen,"Classic Thai curries, soups & rice dishes, served in an unfussy dining room with a giant fish tank.",1,"Bergmannstraße 88, Berlin-Bezirk Friedrichshain-Kreuzberg",4.4,"Monday: 12:00 – 11:00 PM, Tuesday: 12:00 – 11:00 PM, Wednesday: 12:00 – 11:00 PM, Thursday: 12:00 – 11:00 PM, Friday: 12:00 – 11:00 PM, Saturday: 12:00 – 11:00 PM, Sunday: 12:00 – 11:00 PM",672,"['It was okay. But not really authentic in my opinion. I don’t get the hype. It’s like every other fast asian kitchen place. Self service. If you’re looking for a cheap meal and be satisfied then it’s the right place. Other than that it’s mediocre. There are much better places in Berlin to eat Thai food.', 'How does this have five stars! This is the most expensive and worst Thai food I ever ate. I ordered with Garnelen and it came with tofu. The pad Thai was just noodles in ketchup sauce and cost €17!! Avoid this place at all costs', 'I was used to order from this restaurant on Uber Eats and planning to visit in person. What a wonderful place, the food is even better on-site. It will be a regular spot for me from now on!']","[2, 1, 5]"
ChIJ3yETYdZPqEcRUikrQxWJUAc,Hostaria del Monte Croce,"Longstanding rustic-style Italian restaurant in a coach house, offering set menus.",2,"Mittenwalder Straße 6, Berlin-Bezirk Friedrichshain-Kreuzberg",4.7,"Monday: Closed, Tuesday: 7:00 – 11:00 PM, Wednesday: 7:00 – 11:00 PM, Thursday: 7:00 – 11:00 PM, Friday: 7:00 – 11:00 PM, Saturday: 7:00 – 11:00 PM, Sunday: Closed",360,"['"" Un\'esperienza culinaria ricca di gusti e sapori autentici. ""\n\nIf you\'re looking for a true taste of Italy, Hostaria del Monte Croce is the place to be.\n\nThe ambiance at Hostaria del Monte Croce is equally captivating. The rustic decor and traditional Italian artwork, creates an inviting and cozy atmosphere. Soft lighting and the gentle hum of Italian melodies in the background further enhance the dining experience, making it the perfect spot for a romantic evening or a gathering with friends and family.\n\nThe service here is impeccable, with staff who are not only attentive but also genuinely passionate about ensuring you have an unforgettable meal. They guide you through the menu with expert knowledge, making recommendations that cater to your tastes and preferences. Their hospitality is second to none, making you feel like a cherished guest in their home.\n\nThe menu at Hostaria del Monte Croce for July 2024 is a delightful journey through authentic Italian and Mediterranean flavors. Each dish, from the antipasti misti di verdure to the risotto al limone e zucchini, is crafted with fresh, high-quality ingredients that bring out a harmonious blend of tastes and textures. The combination of classic Italian dishes with innovative touches, such as the Scampo lardellato with grilled radicchio Treviso and yogurt sauce, ensures a memorable dining experience.\n\nI can\'t wait to return next month to discover what new culinary delights await!', 'I visit here every time I travel to Berlin.\nThe atmosphere is welcoming, the staff is nice and the food is excellent. If you’re up for a good vibe evening with a fixed Italian menu, this is it.\nLast time I’ve been there (Feb 24) they had a new chef and I personally think he’s way better…\nWould definitely visit again in the future thank you!', 'We went for a special occasion, and loved the service, super friendly and made us feel like we belonged. Most of the food was simple but high quality, even though I expected more complexity of flavours. For the price one pays, I expected a nicer Pasta-dish for example. Making an last minute adaptation for a guest was not a problem. They use good quality ingredients, the prosciutto and melon course was excellent, but also hard to go wrong with, good melon, good prosciutto, è tutto. The bread was somewhat peculiar, as if they took a recipe for good fluffy Italian bread and then tried to make it heavy and dry (the way Germans like their bread), the halfway solution was not my cup of tea. The desert was absolutely excellent, the red wine very potable. It´s cool they have Ichnusa and the apple juice was great. Will I go back? Maybe.']","[5, 5, 4]"
ChIJ2UcGstlPqEcRH6UiEVehSKY,Sarod's,"Classic Thai curries, noodle dishes & spicy soups at a contemporary venue with a terrace.",2,"Friesenstraße 22, Berlin-Bezirk Friedrichshain-Kreuzberg",4.5,"Monday: Closed, Tuesday: 3:00 – 11:00 PM, Wednesday: 3:00 – 11:00 PM, Thursday: 3:00 – 11:00 PM, Friday: 3:00 – 11:00 PM, Saturday: 3:00 – 11:00 PM, Sunday: 3:00 – 11:00 PM",833,"['Very small portions, but good location and nice environment inside. You can try a lot of Vietnamese dishes, and they have a nice vegan menu. But I think it’s not amazing, but normal if you want eat something quick. But if you want alternative with more taste any more delicious food, try to find out anything else)))', 'Hands down for the most authentic Thai restaurant in town…. I am asian and I approve the spices here, it’s proper. There is heat in some of the dish but it is the nice kind of heat…been coming back 2 times in a week. We love it here. Service is pleasant and atmosphere is nice, good for dates. Recommend!', 'I had a really yummy Lab Ped here, my partner asked if she could have it with Tofu which they were happy to do. The Coconut Dream drink was great too. The staff were friendly with us and especially with our small infant human.\nChild seat available! Wooo']","[2, 5, 5]"
ChIJvXT5xddPqEcRIwILgO_CnC0,Mokkabar,"Brunch, coffee & specialties like stone-oven pizza & tarte flambée in a bright cafe with a patio.",2,"Gneisenaustraße 93, Berlin-Bezirk Friedrichshain-Kreuzberg",4.2,"Monday: 9:00 AM – 1:00 AM, Tuesday: 9:00 AM – 1:00 AM, Wednesday: 9:00 AM – 1:00 AM, Thursday: 9:00 AM – 1:00 AM, Friday: 9:00 AM – 1:00 AM, Saturday: 9:00 AM – 1:00 AM, Sunday: 9:00 AM – 1:00 AM",1643,"['Perfect staff, delicious food, cozy atmosphere. Only thing is that their portions are too big. ( but fair price )', 'Our food took an hour to come out because the waitress sent the order in 20 minutes after we already ordered and the were very neglectful of my boyfriend and I even after they forgot to send in our order. The food was okay but they even forgot some parts after all that. Did not feel welcomed there, maybe because we are tourists.', 'More beautiful inside than outside. It does have a terrace, that is, tables on the sidewalk. But Gneisenaustrasse is a busy street, even though quite green. The food was ok, coffee was ok, service was quick, prices were fine.']","[5, 2, 4]"
ChIJ1XlDytlPqEcRmFieCmRk25k,Felix Austria,"Schnitzels, goulash & other Austrian classics at a laid-back setup with wooden seating & a terrace.",2,"Bergmannstraße 26, Berlin",4.5,"Monday: 12:00 PM – 12:00 AM, Tuesday: 12:00 PM – 12:00 AM, Wednesday: 12:00 PM – 12:00 AM, Thursday: 12:00 PM – 12:00 AM, Friday: 12:00 PM – 12:00 AM, Saturday: 12:00 PM – 12:00 AM, Sunday: 12:00 PM – 12:00 AM",1128,"['Foods were alright. Schnitzel was good but the beef in goulash was too hard and too dry to eat. We sat outside for almost 15 minutes without service and had to come inside and ask to be served. Price was expensive but justified by the large portion.', 'An absolutely lovely meal! We enjoyed all of our food and basically licked our plates clean. The Spätzle was outstanding. We also really enjoyed the Gurkensalat and schnitzel. Don’t miss dessert!! Can’t wait to come back', 'Foods were excellent, we ordered veal and goulash, they were great but they forgot to dessert after making us wait for 40 min and when we asked the waitress with the glasses , she sounded very condescending. Well , food were great but service was rather mediocre.']","[3, 5, 2]"
ChIJebwRwihQqEcRkH6S1TrVSKY,Amici Amici,"Comfy kitchen offering Italian classics & Sicilian specialties in cheerful, traditional surrounds.",2,"Mehringdamm 40 Ecke, Yorckstraße, Berlin",4.2,"Monday: 11:30 AM – 12:00 AM, Tuesday: 11:30 AM – 12:00 AM, Wednesday: 11:30 AM – 12:00 AM, Thursday: 11:30 AM – 12:00 AM, Friday: 11:30 AM – 12:00 AM, Saturday: 11:30 AM – 12:00 AM, Sunday: 11:30 AM – 12:00 AM",1989,"['We had lunch here on a Sunday. The food was quite good. The restaurant was very full, with all tables inside and outside being completely occupied, which overwhelmed the staff. We waited a long time to get drinks and then the food. Apart from that, the staff was friendly and tried their best. We sat outside by the street, which was extremely loud as the restaurant is located on the cross section of main roads. Police cars, cars horning, etc. tainted the atmosphere.', 'It was pretty good but the food was a little bit too spicy. They have a very delicious bread with great olive oil. The staff was very nice and friendly.', 'Lovely food and good atmosphere, all dishes were really nice. I was served by Riccardo which was very attentive and friendly. Great service and food.']","[3, 4, 5]"
ChIJiRHuz3UjZUERswNCz4k2kPw,Maselli,"Refined pastas, meaty mains & Italian wines in an intimate space with string lights & framed photos.",2,"Nostitzstraße 49, Berlin-Bezirk Friedrichshain-Kreuzberg",4.6,"Monday: Closed, Tuesday: 5:00 PM – 12:00 AM, Wednesday: 5:00 PM – 12:00 AM, Thursday: 5:00 PM – 12:00 AM, Friday: 5:00 PM – 12:00 AM, Saturday: 5:00 PM – 12:00 AM, Sunday: 5:00 – 10:00 PM",279,"[""Whenever I crave delicious food, this is my go-to spot. The menu changes often, keeping things fresh. They serve Sicilian wine paired perfectly with their dishes, each one meticulously crafted. The seasoning is just right, letting the ingredients shine. Whether with family or on a date, it's a great place to unwind and enjoy"", ""Very nice and cozy place for good Italian cuisine. The food was great, with some vegetarian options and a specials menu written on the wall. Had a nice selection of wines. The starters were the best part of the meal. The Burata salad was amazing and the seafood salad. The staff didn't know too much English but they were very nice and understanding. Highly recommend."", 'A very beautiful surprise. The service, the quality of the food, portions, price, all top. A cosy atmosphere, very well cooked, fresh and seasoned food, with amazing deserts, drinks and attentive staff. Congratulations!!! I highly recommend this place, and I will return 🌿']","[5, 5, 5]"
ChIJJXnGMy9RqEcRuMs38oCYX0A,Han West - Home of Dumplings,"Bao buns & dumplings are dished up at this compact, unassuming restaurant & takeaway.",2,"Burgsdorfstraße 7, Berlin",4.1,"Monday: 12:00 – 9:00 PM, Tuesday: 12:00 – 9:00 PM, Wednesday: 12:00 – 9:00 PM, Thursday: 12:00 – 9:00 PM, Friday: 12:00 – 9:00 PM, Saturday: 12:00 – 9:00 PM, Sunday: 12:00 – 9:00 PM",315,"['Decent food. The bao bun was quite ok, the dumplings were good. The fries were good, but it was quite unusual to eat them with peanut sauce.\n\nBy the way, they have lunch options\n\nThe accept only card payment\nThey also speak English', 'Exceptional!\nThe dumplings are soft inside and nice an crispy outside, the sauce is to die for and the fries, even I had some time to get home where still crispy.\nThe bao is massive and filled to the brim.\nAbsolute highlight!', ""Really nice and unique food! Ordered the Combo Box with Chicken to have a taste of everything. It was 14.50€ and very nice. The peanut sauce was really tasty, and there's no question that the dumplings and bao is good. Also, there is quite a lot of food, so you will not leave hungry if you order the combo.\nCan recommend!""]","[4, 5, 5]"
ChIJI_UAlChSqEcR0TFu2J87hTA,Uferlos,"Pizza, pasta & other Italian classics presented in an easygoing restaurant with a beer garden.",None,"Uferstraße 13, Berlin",4.4,"Monday: 5:00 PM – 12:00 AM, Tuesday: 5:00 PM – 12:00 AM, Wednesday: 5:00 PM – 12:00 AM, Thursday: 5:00 PM – 12:00 AM, Friday: 5:00 PM – 12:00 AM, Saturday: Closed, Sunday: Closed",392,"['After a fairly uneven beginning, things got endlessly better as the night went on. The menu is changed and offers something for each taste. There are week after week evolving dishes, occasionally. In the mid-year you can sit outside under cover, however, there is likewise sufficient room inside. The rosé is incredible!👍👍😍😍', ""Without a doubt the best meal we have had in a while ! They are always so kind to our dog, bringing him water and sometimes a treat. The atmosphere is so cozy and warm and the lighting perfect. And the food. Wow. Really just wow. The pizza is always perfect and we had risotto di mare and it might be the best risotto I've honestly had ! Thank you :)"", 'Not sure what to say. I guess it was okay. The people were very nice. Just the place was really nothing too specially. Felt empty. And the food was just the same.']","[5, 5, 3]"
ChIJubKyQ4hRqEcRv5l2gvXjOFc,Panke Culture,"Casual garden setup by a brick factory covered in street art, for drinks, sandwiches & DJ music.",1,"Hof V, Gerichtstraße 23, Berlin",4.5,"Monday: Closed, Tuesday: Closed, Wednesday: 6:00 PM – 12:00 AM, Thursday: 12:00 – 1:00 AM, 6:00 PM – 12:00 AM, Friday: 12:00 – 4:00 AM, 6:00 PM – 12:00 AM, Saturday: 12:00 – 6:00 AM, 6:00 PM – 12:00 AM, Sunday: 12:00 – 6:00 AM",699,"['Tiny yet very Berlin club. Design, music and friendly atmosphere.', ""I loved the experience, I will definitely enjoy it again. The atmosphere is super queer, people don't bother you at all, it is a great space for dissent and freedom. The accessible entrance. Beer not so expensive. The only thing I could suggest is that the bathrooms were always clean. For the rest, get ready to spend an excellent night full of music to enjoy freely."", 'It is one of the most friendly places in Berlin. Amazing crew and good sound system']","[5, 5, 5]"
ChIJA4aYMRFQqEcRH6uBnGsZCsk,Burger King,"Well-known fast-food chain serving grilled burgers, fries & shakes.",2,"General-Pape-Straße 1, Berlin",2.9,"Monday: 10:00 AM – 11:00 PM, Tuesday: 10:00 AM – 11:00 PM, Wednesday: 10:00 AM – 11:00 PM, Thursday: 10:00 AM – 11:00 PM, Friday: 10:00 AM – 11:00 PM, Saturday: 10:00 AM – 11:00 PM, Sunday: 10:00 AM – 11:00 PM",922,"['Well packed take away and friendly staff.\n\nI had a take away meal and it’s well packed.\n\nThe staff there was very friendly and nice.\n\nThe burgers tasted just like usual, nice whoppers!', 'The kassen were not working, apparently workers are lazy. The self service machines were also out of order, only 2 out of 4 works', 'Ordered two double whopper menus and received two out of four burgers and the wrong sauce... great place']","[4, 1, 1]"
ChIJa9MhQT1RqEcR0ehkecCSwe8,IKEA Restaurant Berlin-Tempelhof,"Chain store restaurant featuring Swedish-inspired food, including classic meatball & salmon dishes.",1,"Sachsendamm 47, Berlin",4.0,"Monday: 10:00 AM – 8:00 PM, Tuesday: 10:00 AM – 8:00 PM, Wednesday: 10:00 AM – 8:00 PM, Thursday: 10:00 AM – 8:00 PM, Friday: 10:00 AM – 8:00 PM, Saturday: 10:00 AM – 8:00 PM, Sunday: Closed",396,"['A lovely ikea restaurant with nice staff and a beautiful sitting area. The schnitzel came with nice fries and a side of peas which I had not experienced at other ikeas. The dish was big and filling (enough for two people even) and the sauce options were great: the usual mustard, ketchup, many salad dressings and the best one being the Lyngonberry jam!\n\nA solid meal that really makes a trip to ikea take up a good portion of the day and feel comprehensive.', 'Even though there is not much variety, I think the food is delicious. I especially loved the cheesecake. It gets crowded after 6pm on weekdays. Along with the cheesecake, I also tried the schnitzel, and I recommend it too. I generally like the restaurant section of IKEA stores anyway.', 'The price-quality is pretty good for the restaurant. However, the restaurant is very crowded and if you are sensible to the noise it might be overwhelming. Overall experience of the restaurant is good, toilets are clean and there was enough of soap and napkins.\nAlso had a negative experience with the coffee at cafe part of it. For 3 euros there is a little cup and the latte i got was more as a cappuccino.']","[3, 5, 3]"
ChIJmWaIYS1SqEcRWTRkmcAvMJY,Ariston Taverna Hellas Berlin,"Restaurant with Classical pillars, a summer terrace & a smoking room plus a traditional Greek menu.",2,"Markstraße 20, Berlin",4.4,"Monday: 12:00 – 11:00 PM, Tuesday: 12:00 – 11:00 PM, Wednesday: 12:00 – 11:00 PM, Thursday: 12:00 – 11:00 PM, Friday: 12:00 – 11:00 PM, Saturday: 12:00 – 11:00 PM, Sunday: 12:00 – 11:00 PM",694,"[""The food was delicious, we ordered a mixed grill platter and all of them were delicious. I had Mousakka and I really liked it. I highly recommend it to those who like eggplant and potatoes. The napkins were very nice, attention to detail. We had our dinner outside so I can't comment on the inside of the place. The service was also very good, we were satisfied."", 'Even though the staff was really nice and friendly, I was disappointed with the experience. The Greek salad was bland making the meal unenjoyable. Unfortunately, both me and my girlfriend have also experienced stomach issues shortly after the visit, which raised concerns about food quality. I hope the restaurant takes this feedback to improve both their dishes and hygiene standards.', 'Me and my husband like the place. Big portion. Price is Expensive but worth to try. Keep up the good work. I order menu 43 Grilled lamb and my husband order menu 62 the Mix Grilled plate. Yummy!!']","[5, 1, 4]"
ChIJ14itMs1TqEcRo82NaiyCrh4,McDonald´s,"Classic, long-running fast-food chain known for its burgers & fries.",2,"Markstraße 16, Berlin",3.2,"Monday: 7:00 AM – 2:00 AM, Tuesday: 7:00 AM – 2:00 AM, Wednesday: 7:00 AM – 2:00 AM, Thursday: 7:00 AM – 2:00 AM, Friday: 7:00 AM – 4:00 AM, Saturday: 7:00 AM – 4:00 AM, Sunday: 9:00 AM – 2:00 AM",2721,"['So I bought a McFlurry… look at this thing… is not even filled to the half… wth 🤦🏻\u200d♂️😂\n\nCome on, I understand this happens when there’s a lot of customers, ok I get it man, there’s a lot going on, you prob just looked at my order and thought “oh a single McFlurry,  I’ll make it fast,  boom, done, next” it would be ok like on a Friday or Saturday afternoon when there are a hundred of customers placing orders... But man, it’s Sunday at 11 pm 😂 the place is empty, there was nobody else… I order a single McFlurry with Lion, nothing special… and I get this half empty thing 😂 Anyway, what do u expect from Mickey Ds…', 'Minus two points for that they did not have tea at al at 10 am Monday.  There were also no soya drinks available.', ""the institution is very dirty! the toilet stinks! ordered a Caesar salad, they gave a different sauce because there was no Caesar dressing! Don't give a fork to eat! napkins were not given! terribly!""]","[1, 3, 1]"
ChIJP3g2nzJSqEcRWS3I4Avhp9o,Domino's,Delivery/carryout chain offering a wide range of pizzas & a variety of other dishes & sides.,2,"Markstraße 23-24, Berlin",3.3,"Monday: 10:00 AM – 11:00 PM, Tuesday: 10:00 AM – 11:00 PM, Wednesday: 10:00 AM – 11:00 PM, Thursday: 10:00 AM – 11:00 PM, Friday: 10:00 AM – 12:00 AM, Saturday: 10:00 AM – 12:00 AM, Sunday: 10:00 AM – 11:00 PM",318,"[""Pizza's are very delicious friendly staff recommend it\nAjay ist the best"", '5/5 for the pizza\nHollandaise Sause\nBeef strips\nOlives\n3/5 for the strips\nThey were soggy :(', ""Everything was ok, the pizza was delicious. The guy that took the order speaks english so I wasn't difficult to order.""]","[5, 4, 5]"
